company,product,typename,inches,screenresolution,cpu,ram(GB),memory,gpu,opsys,weight(kg),price,cpu_freq(GHz),cpu_brand,gpu_brand,company_id,product_id,typename_id,screenresolution_id,cpu_id,memory_id,gpu_id,opsys_id,cpu_brand_id,gpu_brand_id
Dell,Vostro 3568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U ,4,1TB HDD,Intel HD Graphics 620,Windows 10,2.18,657.0,2.5,Intel,Intel,4,155,1,2,1,6,2,2,0,0
Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U ,8,1TB HDD,AMD Radeon R5 M430,Windows 10,2.24,565.0,2.5,Intel,AMD,4,6,1,2,1,6,11,2,0,1
Dell,Inspiron 5579,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U ,8,256GB SSD,Intel UHD Graphics 620,Windows 10,2.67,799.0,1.6,Intel,Intel,4,104,4,8,5,2,8,2,0,0
Asus,ZenBook Flip,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U ,8,512GB SSD +  512GB SSD,Intel UHD Graphics 620,Windows 10,1.1,1499.0,1.8,Intel,Intel,3,103,4,8,4,21,8,2,0,0
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U ,4,1TB HDD,Intel HD Graphics 620,No OS,2.2,467.0,2.5,Intel,Intel,5,52,1,2,1,6,2,1,0,0
HP,Probook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U ,8,1TB HDD,Nvidia GeForce 930MX ,Windows 10,2.5,1018.0,1.8,Intel,Nvidia,1,81,1,2,4,6,22,2,0,2
Lenovo,V330-15IKB (i7-8550U/8GB/256GB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U ,8,256GB SSD,Intel UHD Graphics 620,Windows 10,2.05,880.0,1.8,Intel,Intel,5,156,1,2,4,2,8,2,0,0
Apple,MacBook Pro,Ultrabook,13.3,IPS Panel Retina Display 2560x1600,Intel Core i5 ,8,512GB SSD,Intel Iris Graphics 550,macOS,1.37,1958.9,2.9,Intel,Intel,0,0,0,0,0,3,51,0,0,0
Asus,Rog Strix,Gaming,17.3,Full HD 1920x1080,AMD Ryzen 1700 ,16,256GB SSD +  1TB HDD,AMD Radeon RX 580,Windows 10,3.2,1549.0,3.0,AMD,AMD,3,31,3,2,20,11,26,2,1,1
Dell,Inspiron 3576,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U ,8,256GB SSD,AMD Radeon 520,Linux,2.14,735.07,1.8,Intel,AMD,4,35,1,2,4,2,29,4,0,1
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Touchscreen 2560x1440,Intel Core i7 6600U ,16,512GB SSD,Intel HD Graphics 520,Windows 10,1.36,2499.0,2.6,Intel,Intel,5,157,4,17,38,3,9,2,0,0
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i7 6500U ,8,500GB HDD,Nvidia GeForce 930M,Windows 10,2.2,812.0,2.5,Intel,Nvidia,9,90,1,4,34,4,52,2,0,2
Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel Core i7 7500U ,12,1TB HDD,Intel HD Graphics 620,Windows 10,2.3,713.07,2.7,Intel,Intel,4,83,1,4,8,6,2,2,0,0
Dell,Inspiron 5770,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U ,8,128GB SSD +  1TB HDD,AMD Radeon 530,Linux,2.8,1099.0,1.8,Intel,AMD,4,23,1,2,4,8,18,4,0,1
Acer,Aspire A515-51G,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U ,8,1TB HDD,Nvidia GeForce MX130,Windows 10,2.2,745.0,1.8,Intel,Nvidia,2,28,1,5,4,6,32,2,0,2
Lenovo,IdeaPad 320-17ISK,Notebook,17.3,1600x900,Intel Core i3 6006U ,4,1TB HDD,Intel HD Graphics 520,Windows 10,2.8,489.0,2.0,Intel,Intel,5,158,1,18,6,6,9,2,0,0
Lenovo,IdeaPad 320-17IKBR,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U ,8,2TB HDD,Nvidia GeForce MX150,No OS,2.8,849.0,1.8,Intel,Nvidia,5,119,1,2,4,14,7,1,0,2
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel Core i7 7500U ,6,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,Windows 10,2.8,859.0,2.7,Intel,Nvidia,5,129,1,18,8,8,14,2,0,2
Dell,Inspiron 3567,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U ,4,1TB HDD,AMD Radeon R5 M430,Linux,2.25,428.0,2.0,Intel,AMD,4,6,1,2,6,6,11,4,0,1
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ ,8,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.5,829.0,2.5,Intel,Nvidia,5,11,3,5,11,2,16,2,0,2
Lenovo,Ideapad 320-15IKBN,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U ,6,256GB SSD,Intel HD Graphics 620,Windows 10,2.2,579.0,2.5,Intel,Intel,5,159,1,2,1,2,2,2,0,0
Acer,Aspire A517-51G,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U ,8,256GB SSD,Nvidia GeForce MX150,Windows 10,3.0,951.0,1.8,Intel,Nvidia,2,106,1,5,4,2,7,2,0,2
Acer,SP315-51 (i7-7500U/12GB/1TB/FHD/W10),Notebook,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U ,12,1TB HDD,Intel HD Graphics 620,Windows 10,2.15,659.0,2.7,Intel,Intel,2,160,1,7,8,6,2,2,0,0
Lenovo,Thinkpad T570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U ,8,256GB SSD,Intel HD Graphics 630,Windows 10,1.95,1097.0,2.7,Intel,Intel,5,161,1,5,8,2,53,2,0,0
Asus,VivoBook S15,Ultrabook,15.6,Full HD 1920x1080,Intel Core i5 7200U ,8,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.7,977.0,2.5,Intel,Nvidia,3,73,0,2,1,2,14,2,0,2
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ ,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,1179.0,2.8,Intel,Nvidia,5,11,3,5,19,11,31,2,0,2
Lenovo,IdeaPad 320-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U ,8,1TB HDD,Nvidia GeForce 940MX,No OS,2.2,659.01,2.7,Intel,Nvidia,5,8,1,2,8,6,14,1,0,2
Acer,Chromebook C910-C2ST,Notebook,15.6,1366x768,Intel Celeron Dual Core 3205U ,2,16GB SSD,Intel HD Graphics,Chrome OS,2.19,199.0,1.5,Intel,Intel,2,162,1,4,39,22,20,7,0,0
Asus,FX753VD-GC071T (i7-7700HQ/8GB/1TB/GeForce,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ ,8,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,3.0,1187.0,2.8,Intel,Nvidia,3,163,3,2,19,6,16,2,0,2
HP,17-BS037cl (i3-6006U/8GB/1TB/W10),Notebook,17.3,1600x900,Intel Core i3 6006U ,8,1TB HDD,Intel HD Graphics 520,Windows 10,2.54,489.0,2.0,Intel,Intel,1,164,1,18,6,6,9,2,0,0
Dell,XPS 15,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ ,8,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.0,1829.0,2.8,Intel,Nvidia,4,115,1,2,19,2,16,2,0,2
Lenovo,V330-15IKB (i5-8250U/8GB/256GB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U ,8,256GB SSD,Intel UHD Graphics 620,Windows 10,2.05,739.0,1.6,Intel,Intel,5,165,1,2,5,2,8,2,0,0
Lenovo,Legion Y720-15IKB,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ ,8,1TB HDD,Nvidia GeForce GTX 1060,Windows 10,3.2,1299.0,2.8,Intel,Nvidia,5,124,3,5,19,6,23,2,0,2
Acer,Aspire A715-71G,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ ,8,256GB SSD,Nvidia GeForce GTX 1050 Ti,Linux,2.5,979.0,2.8,Intel,Nvidia,2,166,1,2,19,2,31,4,0,2
Dell,Precision 7720,Workstation,17.3,Full HD 1920x1080,Intel Core i7 7820HQ ,16,256GB SSD,Nvidia Quadro M1200,Windows 10,3.42,2884.86,2.9,Intel,Nvidia,4,167,5,2,40,2,46,2,0,2
Lenovo,IdeaPad 310-15ABR,Notebook,15.6,Full HD 1920x1080,AMD A10-Series 9600P ,6,1TB HDD,AMD Radeon R5 430,Windows 10,2.4,499.0,2.4,AMD,AMD,5,168,1,2,41,6,54,2,1,1
Asus,ZenBook UX530UQ-PRO,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U ,16,512GB SSD,Nvidia GeForce 940MX,Windows 10,1.63,1468.0,2.7,Intel,Nvidia,3,169,0,2,8,3,14,2,0,2
Asus,VivoBook S14,Notebook,14.0,1366x768,Intel Core i3 7100U ,4,128GB SSD,Intel HD Graphics 620,Windows 10,1.3,509.0,2.4,Intel,Intel,3,170,1,4,9,0,2,2,0,0
Asus,Rog GL702VS-GC095T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ ,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.9,2122.0,2.8,Intel,Nvidia,3,171,3,2,19,11,30,2,0,2
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel Core i5 7200U ,6,1TB HDD,Nvidia GeForce GTX 940M,Windows 10,2.8,649.0,2.5,Intel,Nvidia,5,129,1,18,1,6,55,2,0,2
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1366x768,Intel Core i5 7200U ,8,2TB HDD,Nvidia GeForce 940MX,No OS,2.2,549.0,2.5,Intel,Nvidia,5,52,1,4,1,14,14,1,0,2
Asus,GL553VE-FY082T (i7-7700HQ/8GB/1TB,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ ,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,1265.0,2.8,Intel,Nvidia,3,172,3,2,19,8,31,2,0,2
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 ,4,1TB HDD,Intel HD Graphics 505,No OS,2.2,359.99,1.1,Intel,Intel,5,173,1,4,21,6,42,1,0,0
HP,EliteBook x360,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7600U ,16,256GB SSD,Intel HD Graphics 620,Windows 10,1.28,1975.0,2.8,Intel,Intel,1,174,4,8,42,2,2,2,0,0
Toshiba,Satellite Pro,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U ,8,256GB SSD,Nvidia GeForce 930M,Windows 10,2.2,1043.0,2.5,Intel,Nvidia,9,90,1,5,34,2,52,2,0,2
Lenovo,IdeaPad 320-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U ,8,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,Windows 10,2.3,819.0,2.5,Intel,Nvidia,5,8,1,2,1,8,14,2,0,2
HP,250 G6,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U ,4,1TB HDD,Intel HD Graphics 520,Windows 10,1.86,469.0,2.0,Intel,Intel,1,2,1,2,6,6,9,2,0,0
Lenovo,IdeaPad 720S-13IKB,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U ,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.1,999.0,2.5,Intel,Intel,5,175,1,5,1,2,2,2,0,0
Dell,XPS 13,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U ,16,1TB SSD,Intel UHD Graphics 620,Windows 10,1.21,2499.0,1.8,Intel,Intel,4,9,0,14,4,18,8,2,0,0
MSI,GE63VR 7RF,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ ,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.8,2099.0,2.8,Intel,Nvidia,7,176,3,5,19,11,30,2,0,2
Acer,ES1-523-84K7 (A8-7410/8GB/256GB/FHD/W10),Notebook,15.6,Full HD 1920x1080,AMD A8-Series 7410 ,8,256GB SSD,AMD Radeon R5,Windows 10,2.23,469.0,2.2,AMD,AMD,2,177,1,2,43,2,5,2,1,1
Asus,VivoBook Flip,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 ,2,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.1,275.0,1.1,Intel,Intel,3,178,4,21,17,7,21,2,0,0
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U ,8,128GB SSD +  1TB HDD,AMD Radeon 530,Windows 10,2.33,844.0,1.6,Intel,AMD,4,16,1,2,5,8,18,2,0,1
HP,Spectre x360,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U ,16,1TB SSD,Intel UHD Graphics 620,Windows 10,1.29,2449.0,1.8,Intel,Intel,1,76,4,14,4,18,8,2,0,0
Lenovo,ThinkPad 13,Notebook,13.3,1366x768,Intel Celeron Dual Core 3855U ,4,16GB Flash Storage,Intel HD Graphics 510,Chrome OS,1.45,459.9,1.6,Intel,Intel,5,179,1,4,44,23,56,7,0,0
HP,ProBook 640,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U ,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.95,980.0,2.5,Intel,Intel,1,180,1,2,1,2,2,2,0,0
Acer,TravelMate B,Notebook,11.6,1366x768,Intel Pentium Quad Core N3710 ,4,128GB Flash Storage,Intel HD Graphics 405,Windows 10,1.4,485.0,1.6,Intel,Intel,2,181,1,4,45,1,57,2,0,0
HP,Elitebook 840,Notebook,14.0,Full HD 1920x1080,Intel Core i7 7500U ,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.48,1292.0,2.7,Intel,Intel,1,182,1,2,8,2,2,2,0,0
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel Core i5 7200U ,4,1TB HDD,Nvidia GeForce 920MX,Windows 10,2.79,589.0,2.5,Intel,Nvidia,5,129,1,18,1,6,27,2,0,2
Asus,ZenBook UX410UA-GV183T,Notebook,14.0,Full HD 1920x1080,Intel Core i7 7500U ,8,256GB SSD,Intel HD Graphics 620,Windows 10,2.0,1094.0,2.7,Intel,Intel,3,183,1,2,8,2,2,2,0,0
HP,ProBook 450,Notebook,15.6,IPS Panel Full HD 1366x768,Intel Core i7 8550U ,8,1TB HDD,Intel UHD Graphics 620,Windows 10,2.1,902.0,1.8,Intel,Intel,1,24,1,22,4,6,8,2,0,0
Acer,Aspire 5,Notebook,15.6,1366x768,AMD A12-Series 9720P ,8,256GB SSD,AMD Radeon RX 540,Windows 10,2.2,659.0,2.7,AMD,AMD,2,59,1,4,46,2,58,2,1,1
Lenovo,IdeaPad 120S-14IAP,Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 ,4,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.44,292.0,1.1,Intel,Intel,5,22,1,4,17,7,21,2,0,0
Acer,Aspire E5-575,Notebook,15.6,1366x768,Intel Core i5 7200U ,6,1TB HDD,Intel HD Graphics 620,Windows 10,2.23,549.0,2.5,Intel,Intel,2,184,1,4,1,6,2,2,0,0
Asus,VivoBook S15,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U ,8,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.7,1049.9,2.7,Intel,Nvidia,3,73,0,2,8,2,14,2,0,2
HP,Elitebook 820,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7500U ,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.26,1335.0,2.7,Intel,Intel,1,185,0,2,8,2,2,2,0,0
Dell,XPS 15,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ ,32,1TB SSD,Nvidia GeForce GTX 1050,Windows 10,2.06,2639.0,2.8,Intel,Nvidia,4,115,1,16,19,18,16,2,0,2
MSI,GL72M 7REX,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ ,8,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,1199.0,2.8,Intel,Nvidia,7,186,3,2,19,11,31,2,0,2
Toshiba,Satellite Pro,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U ,8,256GB SSD,Intel HD Graphics 620,Windows 10,2.0,943.0,2.5,Intel,Intel,9,90,1,5,1,2,2,2,0,0
Asus,UX510UX-CN269T (i7-7500U/8GB/256GB,Notebook,14.0,Full HD 1920x1080,Intel Core i7 7500U ,8,256GB SSD +  1TB HDD,Intel HD Graphics 620,Windows 10,2.0,1334.0,2.7,Intel,Intel,3,187,1,2,8,11,2,2,0,0
Lenovo,V310-15ISK (i3-6006U/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U ,4,1TB HDD,Intel HD Graphics 520,Windows 10,1.85,449.0,2.0,Intel,Intel,5,188,1,2,6,6,9,2,0,0
Asus,FX553VD-FY647T (i7-7700HQ/8GB/256GB/GeForce,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ ,8,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.5,999.0,2.8,Intel,Nvidia,3,189,3,2,19,2,16,2,0,2
HP,EliteBook 840,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7300U ,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.48,1268.0,2.6,Intel,Intel,1,100,1,2,47,2,2,2,0,0
Dell,Inspiron 7570,Ultrabook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U ,8,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,Windows 10,1.9,1049.0,1.6,Intel,Nvidia,4,77,0,5,5,8,14,2,0,2
HP,Elitebook 850,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U ,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.84,1144.0,2.5,Intel,Intel,1,190,1,2,1,2,2,2,0,0
Asus,X541NA (N3350/4GB/1TB/Linux),Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 ,4,1TB HDD,Intel HD Graphics 500,Linux,2.0,274.99,1.1,Intel,Intel,3,191,1,4,17,6,21,4,0,0
Dell,Inspiron 7570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U ,8,256GB SSD,Nvidia GeForce 940MX,Windows 10,2.0,1142.75,1.6,Intel,Nvidia,4,77,1,2,5,2,14,2,0,2
Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 ,4,500GB HDD,Intel HD Graphics,Linux,2.2,274.9,1.6,Intel,Intel,4,192,1,4,23,4,20,4,0,0
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,Full HD 1920x1080,AMD A12-Series 9720P ,12,2TB HDD,AMD Radeon 530,Windows 10,2.2,899.0,3.6,AMD,AMD,5,193,1,2,46,14,18,2,1,1
HP,ProBook 450,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i3 7100U ,8,1TB HDD,Nvidia GeForce 930MX ,Windows 10,2.1,716.0,2.4,Intel,Nvidia,1,24,1,5,9,6,22,2,0,2
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U ,16,512GB SSD,Intel UHD Graphics 620,Windows 10,1.4,2099.0,1.8,Intel,Intel,5,113,4,14,4,3,8,2,0,0
Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 8550U ,8,256GB SSD,Intel UHD Graphics 620,Windows 10,1.2,1579.0,1.8,Intel,Intel,4,9,0,2,4,2,8,2,0,0
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ ,16,256GB SSD +  2TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.4,1129.0,2.8,Intel,Nvidia,5,11,3,5,19,12,31,2,0,2
HP,Stream 14-AX001nv,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 ,2,32GB Flash Storage,Intel HD Graphics 400,Windows 10,1.44,279.0,1.6,Intel,Intel,1,194,1,4,23,7,15,2,0,0
Dell,Latitude 5590,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 8650U ,16,512GB SSD +  256GB SSD,Intel UHD Graphics 620,Windows 10,1.88,1607.96,1.9,Intel,Intel,4,17,0,2,13,24,8,2,0,0
Asus,VivoBook Flip,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 ,4,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.5,375.0,1.1,Intel,Intel,3,178,4,21,17,7,21,2,0,0
Dell,Inspiron 5570,Ultrabook,15.6,Full HD 1920x1080,Intel Core i5 8250U ,8,1TB HDD,AMD Radeon 530,Windows 10,1.9,663.0,1.6,Intel,AMD,4,16,0,2,5,6,18,2,0,1
Dell,XPS 15,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ ,16,512GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.06,2027.42,2.8,Intel,Nvidia,4,115,1,16,19,3,16,2,0,2
HP,Elitebook 850,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U ,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.84,1304.0,2.7,Intel,Intel,1,190,1,2,8,2,2,2,0,0
MSI,GP72MVR 7RFX,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ ,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.7,1409.0,2.8,Intel,Nvidia,7,195,3,2,19,8,23,2,0,2
HP,Zbook 15,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ ,8,256GB SSD,Nvidia Quadro M1200,Windows 10,2.6,1738.27,2.8,Intel,Nvidia,1,196,5,2,19,2,46,2,0,2
Toshiba,Tecra A50-C-21G,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U ,16,512GB SSD,Nvidia GeForce 930M,Windows 10,2.4,1403.0,2.5,Intel,Nvidia,9,197,1,5,34,3,52,2,0,2
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U ,8,128GB SSD +  2TB HDD,AMD Radeon 530,Windows 10,2.02,970.9,1.8,Intel,AMD,4,16,1,2,4,20,18,2,0,1
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 ,4,1TB HDD,Intel HD Graphics 500,No OS,2.2,321.99,1.1,Intel,Intel,5,173,1,4,17,6,21,1,0,0
Dell,Inspiron 7577,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ ,8,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.65,999.0,2.5,Intel,Nvidia,4,26,3,2,11,6,16,2,0,2
Dell,Inspiron 3567,Notebook,15.6,Touchscreen 1366x768,Intel Core i5 7200U ,8,2TB HDD,Intel HD Graphics 620,Windows 10,2.36,557.37,2.5,Intel,Intel,4,6,1,21,1,14,2,2,0,0
Dell,Latitude 7480,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7300U ,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.36,1427.0,2.6,Intel,Intel,4,198,1,2,47,2,2,2,0,0
HP,250 G6,Notebook,15.6,1366x768,Intel Core i3 6006U ,4,500GB HDD,Intel HD Graphics 520,Windows 10,1.86,439.0,2.0,Intel,Intel,1,2,1,4,6,4,9,2,0,0
Asus,Zenbook UX410UA-GV027T,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U ,8,256GB SSD,Intel HD Graphics 620,Windows 10,2.0,945.0,2.5,Intel,Intel,3,199,1,2,1,2,2,2,0,0
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel Core i5 7200U ,6,128GB SSD +  1TB HDD,Nvidia GeForce GTX 940MX,Windows 10,2.8,719.0,2.5,Intel,Nvidia,5,129,1,18,1,8,34,2,0,2
HP,250 G6,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U ,8,1TB HDD,Intel HD Graphics 620,Windows 10,1.86,639.0,2.5,Intel,Intel,1,2,1,2,1,6,2,2,0,0
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,Intel Core i3 6006U ,8,256GB SSD,Nvidia GeForce 920MX ,No OS,2.2,499.0,2.0,Intel,Nvidia,5,30,1,4,6,2,47,1,0,2
HP,15-AY023na (N3710/8GB/2TB/W10),Notebook,15.6,1366x768,Intel Pentium Quad Core N3710 ,8,2TB HDD,Intel HD Graphics 405,Windows 10,2.04,389.0,1.6,Intel,Intel,1,200,1,4,45,14,57,2,0,0
Dell,Inspiron 5770,Notebook,17.3,Full HD 1920x1080,Intel Core i5 8250U ,8,128GB SSD +  1TB HDD,AMD Radeon 530,Windows 10,2.8,1085.0,1.6,Intel,AMD,4,23,1,2,5,8,18,2,0,1
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ ,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,No OS,2.4,809.0,2.5,Intel,Nvidia,5,11,3,5,11,8,16,1,0,2
Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U ,8,256GB SSD,AMD Radeon R7 M445,Windows 10,2.33,899.0,2.7,Intel,AMD,4,83,1,2,8,2,37,2,0,1
HP,Elitebook 1040,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U ,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.36,1750.0,2.7,Intel,Intel,1,201,0,5,8,2,2,2,0,0
Asus,ZenBook Flip,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U ,12,512GB SSD +  2TB HDD,Nvidia GeForce GT 940MX,Windows 10,2.26,1099.0,2.7,Intel,Nvidia,3,103,4,8,8,25,59,2,0,2
Acer,Aspire 3,Notebook,15.6,1366x768,AMD A9-Series 9420 ,4,128GB SSD,AMD Radeon R5,Windows 10,2.1,426.0,3.0,AMD,AMD,2,3,1,4,3,0,5,2,1,1
Asus,Rog Strix,Gaming,17.3,IPS Panel Full HD 1920x1080,AMD Ryzen 1700 ,16,256GB SSD +  1TB HDD,AMD Radeon RX 580,Windows 10,3.25,2199.0,3.0,AMD,AMD,3,31,3,5,20,11,26,2,1,1
Lenovo,IdeaPad 110-17ACL,Notebook,17.3,1600x900,AMD A8-Series 7410 ,4,128GB SSD,AMD Radeon R5,Windows 10,2.6,489.0,2.2,AMD,AMD,5,202,1,18,43,0,5,2,1,1
Dell,Inspiron 5379,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U ,8,256GB SSD,Intel UHD Graphics 620,Windows 10,1.62,869.01,1.8,Intel,Intel,4,13,4,8,4,2,8,2,0,0
HP,15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10),Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9420 ,4,256GB SSD,AMD Radeon R5,Windows 10,1.91,488.99,3.0,AMD,AMD,1,203,1,2,3,2,5,2,1,1
